id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
4778,https://medium.com/swlh/is-your-organization-immune-to-the-toxic-leadership-virus-600d1b50a481,Is Your Organization Immune to the Toxic Leadership Virus?,An insight into how the virus works and how…,4778.jpg,52,0,8,The Startup,2019-12-20,Business & Entrepreneurship
4780,https://medium.com/swlh/how-rejection-will-make-you-a-better-entrepreneur-ba8fba94591c,How Rejection Will Make You a Better Entrepreneur,"Over 8 months, Apple rejected my app 7 times — now…",4780.jpg,245,1,4,The Startup,2019-12-20,Business & Entrepreneurship
4781,https://medium.com/swlh/ask-your-old-employer-to-be-your-first-freelance-client-1cff594cc1dd,Ask Your Old Employer to Be Your First Freelance Client,How to start freelancing with no financial…,4781.png,131,3,3,The Startup,2019-12-20,Art & Design
4789,https://medium.com/swlh/using-prettier-and-husky-to-make-your-emberjs-great-again-b5b7e8a13970,Using Prettier and Husky to Make Your Emberjs Great Again,,4789.png,57,0,2,The Startup,2019-12-20,Technology & Software Development
4790,https://medium.com/swlh/employee-experience-keep-your-top-talent-in-a-competitive-job-market-71b844f2d658,Employee Experience: Keep Your Top Talent In a Competitive Job Market,,4790.jpg,73,0,5,The Startup,2019-12-20,Business & Entrepreneurship
4792,https://medium.com/swlh/has-silicon-valley-been-dragged-into-a-data-war-it-cannot-win-848b42138fe1,Has Silicon Valley Been Dragged Into a Data War It Cannot Win?,How China has positioned itself in the…,4792.jpeg,185,0,7,The Startup,2019-12-20,Technology & Software Development
4793,https://medium.com/swlh/if-all-else-fails-force-yourself-to-be-grateful-671168bff126,"If All Else Fails, Force Yourself To Be Grateful",,4793.png,88,1,5,The Startup,2019-12-20,Technology & Software Development
4795,https://medium.com/swlh/a-logical-reason-for-all-time-high-stock-markets-b9547b22e297,A Logical Reason for All-Time High Stock Markets,"No need for wild beliefs, just some simple logic…",4795.jpg,3,0,4,The Startup,2019-12-20,Business & Entrepreneurship
4796,https://medium.com/swlh/what-you-need-to-know-about-ccpa-ad-tech-edition-e4097ab337bc,What You Need to Know About CCPA: Ad Tech Edition,,4796.png,53,0,5,The Startup,2019-12-20,Technology & Software Development
4797,https://medium.com/swlh/are-you-writing-through-the-holidays-1dc8bf3acf97,Are You Writing Through The Holidays?,"As writers, we don’t get a day off. But it’s time to take a…",4797.jpg,181,0,4,The Startup,2019-12-20,Writing & Storytelling
4798,https://medium.com/swlh/writing-the-perfect-ending-5830c6df82d8,Writing the Perfect Ending,,4798.jpeg,170,0,5,The Startup,2019-12-20,Writing & Storytelling
4799,https://medium.com/swlh/how-to-embrace-your-failures-and-cultivate-expertise-257d0b048b21,How to Embrace Your Failures and Cultivate Expertise,You’ve amassed the kind of knowledge that’s worth…,4799.jpeg,45,2,4,The Startup,2019-12-20,Technology & Software Development
4800,https://medium.com/swlh/why-does-qa-matter-in-security-1baef831ffad,Why does QA matter in Security?,"Methodologies, documentation, workflows and what else should we learn…",4800.jpg,0,0,7,The Startup,2019-12-20,Privacy & Digital Security
4801,https://writingcooperative.com/how-jack-london-found-his-wild-voice-493e79f988f3,How Jack London Found His Wild Voice,It took a near-death experience in 1898 for the novelist to start…,4801.jpeg,419,5,8,The Writing Cooperative,2019-12-20,Art & Design
4802,https://writingcooperative.com/what-id-do-differently-as-a-beginner-writer-1ee00eed865f,What I’d Do Differently as a Beginner Writer,I’d start by quitting my job sooner,4802.jpg,1000,2,3,The Writing Cooperative,2019-12-20,Art & Design
4803,https://writingcooperative.com/indefinite-vs-definite-articles-in-fiction-afcba131e505,Indefinite vs Definite Articles in Fiction,A subtle mistake in style and clarity,4803.jpg,279,3,4,The Writing Cooperative,2019-12-20,Art & Design
4805,https://medium.com/datadriveninvestor/linear-algebra-must-known-topic-before-starting-machine-learning-ec6b0feec1eb,Linear Algebra: must known topic before starting machine learning,,4805.png,78,0,4,Data Driven Investor,2019-12-20,Art & Design
4806,https://medium.com/datadriveninvestor/computer-vision-application-for-retail-industry-1a98bd61572a,Computer Vision Application for Retail Industry,,4806.png,132,0,6,Data Driven Investor,2019-12-20,Technology & Software Development
4807,https://medium.com/datadriveninvestor/dollar-general-and-the-economics-of-rural-america-market-mad-house-5a71afe56e51,Dollar General and the Economics of Rural America — Market Mad House,,4807.jpg,84,0,8,Data Driven Investor,2019-12-20,Business & Entrepreneurship
4808,https://medium.com/datadriveninvestor/penetration-testing-save-your-business-from-a-hackers-paradise-cygnet-e283852cc807,Penetration Testing: Save Your Business from a Hacker’s Paradise — Cygnet,,4808.jpg,67,0,4,Data Driven Investor,2019-12-20,Business & Entrepreneurship
4809,https://medium.com/datadriveninvestor/swiss-look-to-dominate-digital-assets-b2cc1e8a9235,"<strong class=""markup--strong markup--h3-strong"">Swiss look to dominate Digital Assets</strong>",,4809.png,126,0,3,Data Driven Investor,2019-12-20,Technology & Software Development
4811,https://medium.com/datadriveninvestor/the-campaign-to-stop-killer-robots-is-stoic-in-the-face-of-political-stalling-a19b13ef03cc,The Campaign to Stop Killer Robots is Stoic in the Face of Political Stalling,The Great AI Arms Race…,4811.jpeg,70,0,4,Data Driven Investor,2019-12-20,Technology & Software Development
4814,https://medium.com/datadriveninvestor/how-machine-learning-ai-are-transforming-the-healthcare-sector-40787dbb5dd2,How Machine Learning & AI are Transforming the Healthcare Sector,,4814.png,9,0,4,Data Driven Investor,2019-12-20,Technology & Software Development
4815,https://medium.com/datadriveninvestor/what-can-a-living-breathing-cfo-offer-a-small-company-that-ai-cannot-377a291d8f04,"What can a living, breathing CFO offer a small company that AI cannot?",The,4815.jpeg,53,0,4,Data Driven Investor,2019-12-20,Technology & Software Development
4816,https://medium.com/better-marketing/why-mcdonalds-failed-in-vietnam-35dc27edcaa,Why McDonald’s Failed in Vietnam,"If you’re selling fast food, it…",4816.jpg,349,1,5,Better Marketing,2019-12-20,Technology & Software Development
4817,https://medium.com/better-marketing/elevate-marketing-with-lessons-from-the-peloton-wife-ad-fiasco-671a4a3b72c1,Marketing Lessons From the Peloton Wife Ad Fiasco,The Peloton ad that shook the internet — and what it…,4817.jpeg,366,2,8,Better Marketing,2019-12-20,Technology & Software Development
4818,https://medium.com/better-marketing/how-to-make-your-customer-the-hero-of-your-brands-story-58b0b3dd0dbe,How To Make Your Customer the Hero of Your Brand’s Story,The 7-part StoryBrand framework that will…,4818.jpeg,489,2,8,Better Marketing,2019-12-20,Art & Design
4822,https://medium.com/better-marketing/how-to-make-writing-fun-again-a35ee032fe1e,How To Make Writing Fun Again,Grind is only half of the recipe for success,4822.jpg,384,1,9,Better Marketing,2019-12-20,Technology & Software Development
4824,https://medium.com/better-marketing/the-customer-expectation-matrix-marketing-wisdom-from-a-biker-c3c0c999c8e2,The Customer Expectation Matrix — Marketing Wisdom From a Biker,How to manage customer expectations…,4824.jpg,272,0,6,Better Marketing,2019-12-20,Business & Entrepreneurship
4825,https://medium.com/better-marketing/your-brainstorming-process-is-broken-how-to-generate-ideas-more-effectively-86959acbcef0,Your Brainstorming Process Is Broken: How To Generate Ideas More Effectively,7 simple steps to better…,4825.jpeg,207,0,5,Better Marketing,2019-12-20,Technology & Software Development
4828,https://towardsdatascience.com/10-new-things-i-learnt-from-fast-ai-v3-4d79c1f07e33,10 New Things I Learnt from fast.ai v3,Learning points from 3 weeks of taking the course,4828.jpeg,2600,8,14,Towards Data Science,2019-05-26,Technology & Software Development
4830,https://towardsdatascience.com/gale-shapley-algorithm-simply-explained-caa344e643c2,"<strong class=""markup--strong markup--h3-strong"">Gale–Shapley algorithm simply explained</strong>",,4830.png,24,0,4,Towards Data Science,2019-05-26,Technology & Software Development
4833,https://towardsdatascience.com/google-coral-usb-accelerator-introduction-18989a962d25,Google Coral USB Accelerator Introduction,Speeding up machine learning models in a small form factor,4833.jpg,230,2,8,Towards Data Science,2019-05-26,Technology & Software Development
4834,https://towardsdatascience.com/reinforcement-learning-multi-arm-bandit-implementation-5399ef67b24b,Reinforcement Learning — Multi-Arm Bandit Implementation,Multi-Arm Bandit is a classic reinforcement…,4834.png,51,1,4,Towards Data Science,2019-05-26,Education & Academia
4835,https://towardsdatascience.com/do-stocks-provide-a-positive-expected-return-d21571e78ea4,Do Stocks Provide a Positive Expected Return?,We use Statistics and Simulation to Quantify how…,4835.jpeg,737,5,10,Towards Data Science,2019-05-26,Analytics & Data
4837,https://towardsdatascience.com/evolution-of-graph-neural-networks-for-recommender-systems-51e24d3b5bd4,Evolution of Graph Neural Networks for Recommender Systems,"Note :Throughout this article, I am going…",4837.png,57,0,4,Towards Data Science,2019-05-26,Technology & Software Development
4838,https://towardsdatascience.com/ai-investment-activity-trends-of-2018-bf82cd8bd5ea,AI investment activity - trends of 2018,"AI hype slowdown, building cognitive tech stack, vertical…",4838.jpeg,201,1,6,Towards Data Science,2019-05-26,Technology & Software Development
4840,https://towardsdatascience.com/visualizing-musical-performance-5da28b96957a,Visualizing Musical Performance,,4840.png,74,1,8,Towards Data Science,2019-05-26,Art & Design
4842,https://towardsdatascience.com/how-to-troubleshoot-your-azure-data-science-project-in-production-5382b66cbaf9,How to keep an audit trail of your Azure Data Science project,Using Azure Machine Learning service and…,4842.png,10,0,7,Towards Data Science,2019-05-26,Technology & Software Development
4843,https://towardsdatascience.com/akash-ganga-milky-way-c08a57936365,Akash Ganga (Milky Way),Galaxy Morphology with Transfer Learning,4843.png,9,0,5,Towards Data Science,2019-05-26,Education & Academia
4844,https://towardsdatascience.com/linear-regression-the-basics-4daad1aeb845,Linear regression: the basics,Regression techniques help you measure the extent to which variables are…,4844.png,90,0,6,Towards Data Science,2019-05-26,Technology & Software Development
4846,https://uxdesign.cc/mobile-ecommerce-best-practices-for-ux-with-infographic-34b7a7705f2b,Mobile e-commerce best practices for UX (with infographic),,4846.jpeg,202,0,3,UX Collective,2019-05-26,Education & Academia
4848,https://uxdesign.cc/designing-for-better-digital-nutrition-and-more-ux-links-this-week-e98b80ceba33,"<strong class=""markup--strong markup--h3-strong"">Designing for better digital nutrition — and more UX links this week</strong>","<em class=""markup--em markup--h4-em"">A weekly selection of design links, brought to you by your friends at the UX Collective.</em>",,429,2,3,UX Collective,2019-05-26,Technology & Software Development
4849,https://uxdesign.cc/on-improving-my-design-workflow-8ce1fa632750,On improving my design workflow,Breaking walls using an actual wall.,4849.jpeg,157,0,5,UX Collective,2019-05-26,Art & Design
4852,https://medium.com/swlh/ace-your-technical-interview-what-got-me-into-google-microsoft-and-more-119b21a9959f,"Ace Your Technical Interview: What Got Me Into Google, Microsoft and More",,4852.jpeg,1700,3,9,The Startup,2019-05-26,Technology & Software Development
4853,https://medium.com/swlh/the-power-of-ssh-tunneling-how-it-can-make-your-developer-life-easier-17ea6e8ee8ea,The power of SSH tunneling. How it can make your developer life easier,,4853.jpeg,1400,7,3,The Startup,2019-05-26,Lifestyle & Culture
4855,https://medium.com/swlh/the-major-benefits-of-using-typescript-aa8553f5e2ed,The Major Benefits of Using Typescript,Here are the major benefits of Typescript that explain its fast…,4855.png,519,5,4,The Startup,2019-05-26,Technology & Software Development
4858,https://medium.com/swlh/confessions-of-a-bitcoin-trader-96654ef142ca,Confessions of a Bitcoin Trader,What I’ve learned trading Bitcoin and other Cryptocurrencies during…,4858.jpeg,410,2,8,The Startup,2019-05-26,Business & Entrepreneurship
4860,https://medium.com/swlh/you-want-to-become-smarter-you-have-to-start-this-habit-now-81438857e108,You Want to Become Smarter? You Have to Start This Habit Now.,"Double your learning speed, and more!",4860.png,354,2,6,The Startup,2019-05-26,Art & Design
4861,https://medium.com/swlh/service-mesh-explained-in-plain-english-8e5505f74ead,Service Mesh explained in plain English,"Service Mesh is hot these days, but what it really is? Let’s…",4861.png,322,1,6,The Startup,2019-05-26,Technology & Software Development
4862,https://medium.com/swlh/the-javascript-shuffle-62660df19a5d,The Javascript Shuffle,A journey through writing a shuffling algorithm.,4862.jpeg,126,1,7,The Startup,2019-05-26,Technology & Software Development
4864,https://medium.com/swlh/7-great-tips-on-talking-to-people-you-dont-know-at-a-party-ec198d54d8c4,7 Great Tips On Talking To People You Don’t Know At A Party,,4864.jpg,279,1,5,The Startup,2019-05-26,Art & Design
4866,https://medium.com/swlh/daily-routine-5-reasons-why-you-should-create-one-for-yourself-25e637b6ec41,Daily routine: 5 reasons why you should create one for yourself,The benefits of a daily routine on…,4866.jpeg,120,1,5,The Startup,2019-05-26,Technology & Software Development
4867,https://medium.com/swlh/the-ethical-implications-in-the-application-of-artificial-intelligence-in-law-9906c16e3fa8,"<strong class=""markup--strong markup--h3-strong"">The Ethical Implications in the Application of Artificial Intelligence in Law</strong>",,,30,0,14,The Startup,2019-05-26,Technology & Software Development
4872,https://medium.com/swlh/we-spend-so-much-time-waiting-for-things-to-be-over-38e1add7fb21,We spend so much time waiting for things to be over.,The struggle is real.,4872.jpg,193,2,5,The Startup,2019-05-26,Technology & Software Development
4879,https://medium.com/swlh/what-i-learned-after-applying-for-a-promotion-that-i-knew-my-company-would-never-give-me-5db871f83355,What I Learned After Applying For A Promotion That I Knew My Company Would Never Give Me,,4879.jpeg,940,5,22,The Startup,2019-05-26,Business & Entrepreneurship
4880,https://medium.com/swlh/meteor-magnets-giant-planets-may-act-as-a-shield-for-life-aeb75c4cc71f,Meteor magnets! Giant planets may act as a shield for life,Astronomers have uncovered further evidence…,4880.png,335,0,4,The Startup,2019-05-26,Lifestyle & Culture
4881,https://medium.com/swlh/30-days-with-no-social-media-or-news-a-personal-experiment-fbeb97a237db,"30 Days With No Social Media, or News. A Personal Experiment","I’m a big fan of Cal Newport’s work, and…",4881.jpeg,404,2,5,The Startup,2019-05-26,Marketing & Social Media
4882,https://medium.com/swlh/how-to-write-on-medium-when-you-dont-have-time-ac9a40eef9a2,How to Write on Medium When You Don’t Have Time,But you really want to get paid to write what you want,4882.jpeg,1400,10,6,The Startup,2019-05-26,Technology & Software Development
4885,https://medium.com/swlh/the-lost-art-of-focus-2ad3f5dcc8f5,"<strong class=""markup--strong markup--h3-strong"">The Lost Art Of Focus.</strong>",How to regain concentration in a world filled with distractions.,4885.jpg,50,1,5,The Startup,2019-05-26,Technology & Software Development
4886,https://medium.com/swlh/the-beauty-of-impermanence-273bc70a4a35,The Beauty of Impermanence,The Silver Lining of our Temporary Existence,4886.jpg,52,0,5,The Startup,2019-05-26,Lifestyle & Culture
4888,https://medium.com/swlh/the-house-always-wins-98984ef24d73,The House Always Wins,How gamification is hastening AI’s hostile takeover of social media,4888.jpg,1300,5,3,The Startup,2019-05-26,Technology & Software Development
4889,https://medium.com/swlh/exponential-growth-compound-interest-149a762d2e31,The MAGIC of Exponential Growth and Compound Interest,And How It Plays out Both in Technological…,4889.png,20,1,9,The Startup,2019-05-26,Technology & Software Development
4890,https://medium.com/swlh/how-to-get-paid-for-your-gifts-not-your-labor-ca4b60d5ffdf,"How To Get Paid For Your Gifts, Not Your Labor.",,4890.jpeg,226,0,7,The Startup,2019-05-26,Technology & Software Development
4891,https://medium.com/swlh/ux-case-study-seniors-conquer-the-internet-fd03e4032954,UX Case Study: Seniors Conquer the Internet,"<em class=""markup--em markup--h4-em"">A Case Study on Accessibility and Inclusive Design</em>",4891.png,77,1,6,The Startup,2019-05-26,Technology & Software Development
4892,https://medium.com/swlh/how-to-align-your-companys-security-practices-with-the-human-brain-c87a20074f0d,"<strong class=""markup--strong markup--h3-strong"">How To Align Your Company’s Security Practices With The Human Brain</strong>",,4892.png,23,0,5,The Startup,2019-05-26,Technology & Software Development
4893,https://medium.com/swlh/the-left-and-right-of-science-90670c8ff8e0,The Left and Right of Science,,4893.jpeg,46,2,3,The Startup,2019-05-26,Science & Health
4895,https://medium.com/swlh/aion4j-tips-testing-contract-to-contract-call-with-embedded-avm-3f7acbbca8e5,Aion4j Tips — Testing Contract to Contract call with Embedded AVM,,4895.png,231,0,5,The Startup,2019-05-26,Technology & Software Development
4896,https://medium.com/swlh/compromise-communication-collaboration-a-co-writing-tale-ee643e77f423,"Compromise, Communication & Collaboration: A Co-writing Tale",“,4896.jpeg,492,4,5,The Startup,2019-05-26,Writing & Storytelling
4898,https://medium.com/swlh/how-to-get-the-most-out-of-working-with-a-graphic-designer-2fcfa6c47d32,How to Get the Most Out of Working with a Graphic Designer,,4898.jpeg,82,0,7,The Startup,2019-05-26,Art & Design
4900,https://medium.com/swlh/leading-by-example-e88b78a35295,Leading By Example,It takes a student’s mindset to keep aspiring to lead. A leader keeps their mind…,4900.jpg,24,0,6,The Startup,2019-05-26,Education & Academia
4901,https://medium.com/swlh/how-to-develop-your-authenticity-muscle-411c55f1192,How to Develop Your Authenticity Muscle,"It’s a must for happier, more wholehearted living",4901.jpg,78,0,5,The Startup,2019-05-26,Art & Design
4905,https://medium.com/swlh/5-leadership-skills-taught-by-a-horse-938ad58e2820,5 Leadership Skills Taught by a Horse,He only follows if he trusts.,4905.jpeg,26,0,5,The Startup,2019-05-26,Business & Entrepreneurship
4906,https://medium.com/swlh/business-analyst-the-act-of-being-8455fcb2fd21,Business Analyst: The Act of Being,,,95,0,4,The Startup,2019-05-26,Business & Entrepreneurship
4907,https://medium.com/swlh/how-to-construct-your-own-environment-for-success-6ba6de4f5a9c,How To Construct Your Own Environment For Success,,4907.jpeg,52,0,7,The Startup,2019-05-26,Science & Health
4908,https://medium.com/swlh/a-framework-for-privacy-3327f2601135,A Framework for Privacy,Talking about privacy more clearly,4908.jpeg,51,1,7,The Startup,2019-05-26,Privacy & Digital Security
4909,https://medium.com/swlh/internet-and-journalism-professional-information-versus-fake-news-305b793325cd,Internet and Journalism: Professional Information Versus “Fake News”,,4909.jpeg,99,0,3,The Startup,2019-05-26,Technology & Software Development
4911,https://medium.com/swlh/you-idea-didnt-fail-because-of-lack-of-money-or-your-inability-to-execute-it-1a9e2791836b,Your Idea Didn’t Fail Because Of Lack Of Money Or Your Inability To Execute It,It’s all about focusing…,4911.jpeg,5,0,3,The Startup,2019-05-26,Technology & Software Development
4913,https://medium.com/swlh/shield-law-should-protect-all-journalists-68c8b28e0ffe,Shield Law Should Protect All Journalists,,4913.png,64,0,4,The Startup,2019-05-26,Politics & Society
4914,https://medium.com/swlh/the-importance-of-working-smarter-not-harder-4388ed8addc8,"The Importance of Working Smarter, Not Harder",,4914.jpeg,17,0,4,The Startup,2019-05-26,Art & Design
4917,https://writingcooperative.com/9-life-lessons-from-the-book-bird-by-bird-447a610c5256,9 Life Lessons From The Book “Bird By Bird”,They are more than just lessons for writers.,4917.jpeg,134,1,7,The Writing Cooperative,2019-05-26,Lifestyle & Culture
4918,https://writingcooperative.com/how-i-deal-with-too-many-ideas-3b22a955954f,How I deal with too many ideas,"As a writer and a creative, I have way too many ideas and too little…",4918.jpeg,187,0,4,The Writing Cooperative,2019-05-26,Art & Design
4919,https://writingcooperative.com/keep-these-3-writing-lessons-in-mind-when-you-write-your-first-novel-or-your-last-204baa114d08,Keep These 3 Writing Lessons in Mind When You Write Your First Novel — or Your Last,,4919.jpeg,153,1,4,The Writing Cooperative,2019-05-26,Writing & Storytelling
4920,https://writingcooperative.com/is-writing-more-of-a-physical-or-mental-process-606fd44c34a4,Is Writing More of a Physical or Mental Process?,What’s more draining — writing for an hour or going…,4920.jpeg,173,3,4,The Writing Cooperative,2019-05-26,Technology & Software Development
4921,https://writingcooperative.com/what-to-write-about-when-you-have-just-started-writing-75620427c383,What To Write About When You Have Just Started Writing,,4921.jpeg,169,0,4,The Writing Cooperative,2019-05-26,Art & Design
4924,https://writingcooperative.com/negotiating-for-freelance-success-series-part-2-of-3-how-to-prep-for-negotiation-success-as-a-8cd6fc59e1b,Negotiating for Freelance Success Series (Part 2 of 3): How to prep for negotiation success as a freelancer,,4924.jpeg,77,0,8,The Writing Cooperative,2019-05-26,Art & Design
4925,https://writingcooperative.com/how-to-write-a-novel-hint-dont-de52fbbcef52,How To Write A Novel (Hint: Don’t),Writing a novel right off the bat might not be the smartest way to…,4925.jpeg,140,1,3,The Writing Cooperative,2019-05-26,Art & Design
4928,https://writingcooperative.com/book-marketing-promotion-tips-the-list-building-edition-ce0893e3bfcb,Book Marketing & Promotion Tips — The List Building Edition,The Importance Of List Building For…,4928.jpeg,85,0,5,The Writing Cooperative,2019-05-26,Business & Entrepreneurship
4929,https://writingcooperative.com/write-to-start-the-day-write-to-accomplish-and-write-to-avoid-procrastination-d06a206d823,Write To Start The Day; Write To Accomplish And Write To Avoid Procrastination,,4929.jpeg,57,0,2,The Writing Cooperative,2019-05-26,Art & Design
4930,https://writingcooperative.com/how-to-finish-your-first-draft-without-writing-the-key-scene-and-maintaining-the-tension-eae39a91371d,How to finish your first draft without writing the key scene (and maintaining the tension),,4930.jpg,18,0,3,The Writing Cooperative,2019-05-26,Technology & Software Development
4931,https://writingcooperative.com/writing-deadlines-arent-as-evil-as-we-think-c3c1711a954e,Writing Deadlines Aren’t as Evil as We Think,An in-depth analytical look into how a stigma’d…,4931.jpg,0,0,7,The Writing Cooperative,2019-05-26,Writing & Storytelling
4932,https://medium.com/datadriveninvestor/beyond-religion-mysticism-and-spirituality-the-perspective-of-neuroscience-in-evidence-ce754e8b38c2,"Beyond Religion, Mysticism and Spirituality, the perspective of Neuroscience in Evidence",,4932.jpeg,49,0,8,Data Driven Investor,2019-05-26,Science & Health
4933,https://medium.com/datadriveninvestor/live-with-a-sense-of-urgency-the-journey-to-an-effective-life-7f70ac4c88c8,Live with a Sense of Urgency; The Journey to an Effective Life,,4933.jpeg,86,0,3,Data Driven Investor,2019-05-26,Lifestyle & Culture
4934,https://medium.com/datadriveninvestor/can-ai-iot-help-save-the-planet-af369053978b,Can AI + IoT Help Save the Planet?,,4934.jpeg,58,0,6,Data Driven Investor,2019-05-26,Technology & Software Development
4935,https://medium.com/datadriveninvestor/pursuit-of-machine-learning-introduction-dc58744eb3e9,"<strong class=""markup--strong markup--h3-strong"">The Pursuit of Machine Learning — Introduction</strong>",,4935.jpg,345,1,7,Data Driven Investor,2019-05-26,Technology & Software Development
4937,https://medium.com/datadriveninvestor/i-have-opinions-61f878724402,I Have Opinions,Making Money on Open-Source Software,4937.jpeg,5,1,6,Data Driven Investor,2019-05-26,Technology & Software Development
4938,https://medium.com/datadriveninvestor/superintelligence-without-ai-dc580c376e91,Superintelligence without AI,Cyberwar has philosophical as well as political consequences. It might…,4938.jpg,133,0,10,Data Driven Investor,2019-05-26,Technology & Software Development
4940,https://medium.com/datadriveninvestor/artificial-neural-networks-definition-fundamentals-introduction-f4a077fc9d20,"Artificial Neural Networks: Definition, Fundamentals, Introduction",,4940.png,50,0,3,Data Driven Investor,2019-05-26,Technology & Software Development
4941,https://medium.com/datadriveninvestor/reshaping-the-shipping-industry-with-blockchain-i-940bcfea1a2,Reshaping the Shipping Industry with Blockchain I,,4941.png,95,0,4,Data Driven Investor,2019-05-26,Technology & Software Development
4942,https://medium.com/datadriveninvestor/workplace-must-support-mental-health-ed73fbd4a607,Workplace Must Support Mental Health,,4942.jpg,82,0,10,Data Driven Investor,2019-05-26,Science & Health
4943,https://medium.com/better-marketing/if-you-ignore-writing-essentials-prepare-to-have-your-emails-ignored-340da2ae5ff2,"If You Ignore Writing Essentials, Prepare to Have Your Emails Ignored",How business messages can…,4943.jpg,767,2,5,Better Marketing,2019-05-26,Technology & Software Development
4945,https://medium.com/better-marketing/6-unconventional-tips-to-win-at-content-marketing-114d47a9852a,Six Unconventional Tips for Winning at Content Marketing,"Embrace polarity, get in the feels, think…",4945.jpeg,275,2,8,Better Marketing,2019-05-26,Business & Entrepreneurship
4946,https://towardsdatascience.com/transformers-141e32e69591,Transformers,Transformers are a type of neural network architecture that have been gaining popularity…,4946.png,6600,22,14,Towards Data Science,2019-03-11,Technology & Software Development
4949,https://towardsdatascience.com/dimensionality-reduction-for-machine-learning-80a46c2ebb7e,Dimensionality Reduction for Machine Learning,"Dimensionality reduction is simply, the process of…",4949.png,747,3,7,Towards Data Science,2019-03-11,Education & Academia
4951,https://towardsdatascience.com/which-machine-learning-model-to-use-db5fdf37f3dd,Which machine learning model to use?,State your problem and follow this article to know which model to…,4951.png,1100,0,4,Towards Data Science,2019-03-11,Technology & Software Development
4952,https://towardsdatascience.com/get-started-with-using-cnn-lstm-for-forecasting-6f0f4dde5826,Get Started with Using CNN+LSTM for Forecasting,A method you should try when you have data of low…,4952.jpeg,382,5,4,Towards Data Science,2019-03-11,Technology & Software Development
4953,https://towardsdatascience.com/top-20-apis-you-should-know-in-ai-and-machine-learning-8e08515198b3,Top 20 APIs You Should Know In AI and Machine Learning,,4953.jpg,1400,4,8,Towards Data Science,2019-03-11,Technology & Software Development
4954,https://towardsdatascience.com/rosenblatts-perceptron-the-very-first-neural-network-37a3ec09038a,"Rosenblatt’s perceptron, the very first neural network",A quick introduction to deep learning.,4954.jpeg,294,4,16,Towards Data Science,2019-03-11,Technology & Software Development
4956,https://towardsdatascience.com/machine-learning-with-big-data-86bcb39f2f0b,Handling Big Datasets for Machine Learning,,4956.png,533,4,12,Towards Data Science,2019-03-11,Technology & Software Development
4957,https://towardsdatascience.com/why-data-science-is-the-career-of-the-future-b3ca18bb4fa3,Why Data Science is The Career of The Future,,4957.jpeg,151,2,4,Towards Data Science,2019-03-11,Technology & Software Development
4960,https://towardsdatascience.com/state-of-the-art-multilingual-lemmatization-f303e8ff1a8,State-of-the-art Multilingual Lemmatization,An analysis of state-of-the-art lemmatizers that work for…,4960.png,307,0,11,Towards Data Science,2019-03-11,Art & Design
4964,https://towardsdatascience.com/e-commerce-reviews-analysis-902210726d47,"<strong class=""markup--strong markup--h3-strong"">E-commerce Reviews Analysis Using NLP and Unsupervised Learning</strong>",,4964.jpeg,44,0,7,Towards Data Science,2019-03-11,Education & Academia
4965,https://towardsdatascience.com/why-data-scientists-need-more-direction-but-hate-the-directions-theyre-given-3b0bf386a74,"Why data-scientists need more direction, but hate the directions they’re given",,4965.jpg,191,2,11,Towards Data Science,2019-03-11,Technology & Software Development
4966,https://towardsdatascience.com/how-to-build-an-ai-moat-386c81a79900,How to Build an AI Moat,Forging the link between better models and better products,4966.jpg,408,1,7,Towards Data Science,2019-03-11,Technology & Software Development
4969,https://towardsdatascience.com/build-smart-er-applications-with-probabilistic-models-and-aws-lambda-functions-da982d69cab1,Build smart(er) applications with probabilistic models and AWS Lambda functions,,4969.png,21,1,7,Towards Data Science,2019-03-11,Art & Design
4970,https://towardsdatascience.com/connectivity-patterns-in-deep-neural-networks-787c90316a6d,Connectivity Patterns in Deep Neural Networks,"This article will discuss Connectivity Patterns, a…",4970.png,36,0,4,Towards Data Science,2019-03-11,Technology & Software Development
4971,https://towardsdatascience.com/meet-mats-einarsen-the-man-who-wants-to-make-the-internet-5-nicer-91d5247a5fed,"<strong class=""markup--strong markup--h3-strong""><em class=""markup--em markup--h3-em"">Meet Mats Einarsen: the man who wants to make the Internet 5% nicer</em></strong>",Hacking Kindness: optimization…,4971.jpeg,126,1,7,Towards Data Science,2019-03-11,Technology & Software Development
4972,https://towardsdatascience.com/an-augmented-artist-e9b5ba3081ab,An Augmented Artist,What if a human could create art inspired from Artificial Intelligence?,4972.jpeg,126,0,6,Towards Data Science,2019-03-11,Technology & Software Development
4973,https://towardsdatascience.com/how-to-build-a-k-nn-in-node-js-without-tensorflow-cac5753daa87,How to build a k-NN in Node.js without TensorFlow,,4973.jpg,11,0,5,Towards Data Science,2019-03-11,Technology & Software Development
4974,https://towardsdatascience.com/siatl-is-the-newest-latest-and-simplest-transfer-learning-approach-2ca5decf224a,"SiATL is the Newest, Latest, and Simplest Transfer Learning Approach",Many conventional transfer…,4974.jpeg,25,0,2,Towards Data Science,2019-03-11,Education & Academia
4975,https://uxdesign.cc/im-designing-my-ux-design-career-fe38788af43f,How I'm designing my own UX design career,A self-taught journey of 651 hours and $78.10 invested,4975.png,280,2,7,UX Collective,2019-03-11,Art & Design
